ID,Name,Certificate,Duration,Genre,Rating,Metascore,Revenue
245,Platoon,R,120 min,"Drama, War",8.1,92,429417
246,Rocky,PG,120 min,"Drama, Sport",8.1,70,611336
247,In the Mood for Love,PG,98 min,"Drama, Romance",8.1,87,161018
248,Raging Bull,R,129 min,"Biography, Drama, Sport",8.1,90,370120
249,12 Years a Slave,R,134 min,"Biography, Drama, History",8.1,96,726445
250,How to Train Your Dragon,PG,98 min,"Animation, Action, Adventure",8.1,75,777624
251,Portrait of a Lady on Fire,R,122 min,"Drama, Romance",8.1,95,103195
252,La haine,Not Rated,98 min,"Crime, Drama",8.1,,188114
253,Before Sunset,R,80 min,"Drama, Romance",8.1,91,280051
254,My Neighbor Totoro,G,86 min,"Animation, Comedy, Family",8.1,86,363065
255,Barry Lyndon,PG,185 min,"Adventure, Drama, War",8.1,89,177588
256,Gran Torino,R,116 min,Drama,8.1,72,799759
257,Million Dollar Baby,PG-13,132 min,"Drama, Sport",8.1,86,708657
258,"Paris, Texas",R,145 min,Drama,8.1,81,113675
259,Stalker,Not Rated,162 min,"Drama, Sci-Fi",8.1,85,140801
260,The Iron Giant,PG,86 min,"Animation, Action, Adventure",8.1,85,217035
261,Network,R,121 min,Drama,8.1,83,166151
262,Wild Tales,R,122 min,"Comedy, Drama, Thriller",8.1,77,210069
263,The Seventh Seal,Not Rated,96 min,"Drama, Fantasy",8.1,88,193620
264,Hachi: A Dog's Tale,G,93 min,"Biography, Drama, Family",8.1,,301665
265,Amores Perros,R,154 min,"Drama, Thriller",8.1,83,248855
266,The Third Man,Approved,93 min,"Film-Noir, Mystery, Thriller",8.1,97,178064
267,Cool Hand Luke,GP,127 min,"Crime, Drama",8.1,92,184967
268,A Silent Voice: The Movie,Not Rated,130 min,"Animation, Drama",8.1,78,94335
269,In the Name of the Father,R,133 min,"Biography, Crime, Drama",8.1,84,182966
270,The Bridge on the River Kwai,PG,161 min,"Adventure, Drama, War",8.1,87,228924
271,On the Waterfront,Approved,108 min,"Crime, Drama, Thriller",8.1,91,161029
272,Rebecca,Approved,130 min,"Drama, Film-Noir, Mystery",8.1,86,143319
273,Farewell My Concubine,R,171 min,"Drama, Music, Romance",8.1,84,31796
274,Persona,Not Rated,83 min,"Drama, Thriller",8.1,86,127091
275,The Man Who Shot Liberty Valance,Approved,123 min,"Drama, Western",8.1,94,80319
276,Hotel Rwanda,PG-13,121 min,"Biography, Drama, History",8.1,79,366261
277,Paper Moon,PG,102 min,"Comedy, Crime, Drama",8.1,77,50899
278,Neon Genesis Evangelion: The End of Evangelion,TV-MA,87 min,"Animation, Action, Drama",8.1,,60858
279,PK,Not Rated,153 min,"Comedy, Drama, Sci-Fi",8.1,,196263
280,It Happened One Night,Passed,105 min,"Comedy, Romance",8.1,87,109277
281,The Grapes of Wrath,Passed,129 min,Drama,8.1,96,97852
282,The Best Years of Our Lives,Approved,170 min,"Drama, Romance, War",8.1,93,68535
283,The Celebration,R,105 min,Drama,8.1,82,91574
284,Winter Sleep,Not Rated,196 min,Drama,8.1,88,54101
285,A Woman Under the Influence,R,155 min,"Drama, Romance",8.1,88,27629
286,The 400 Blows,Not Rated,99 min,"Crime, Drama",8.1,,124689
287,Mary and Max,Not Rated,92 min,"Animation, Comedy, Drama",8.1,,183415
288,The Red Shoes,Not Rated,135 min,"Drama, Music, Romance",8.1,,37711
289,Three Colors: Red,R,99 min,"Drama, Mystery, Romance",8.1,100,107805
290,All Quiet on the Western Front,Passed,152 min,"Drama, War",8.1,91,66325
291,Underground,Not Rated,167 min,"Comedy, Drama, Fantasy",8.1,79,60200
292,Tokyo Story,Not Rated,136 min,Drama,8.1,100,66019
293,Bajrangi Bhaijaan,Not Rated,163 min,"Action, Adventure, Comedy",8.1,,94233
294,Diabolique,Not Rated,117 min,"Crime, Drama, Horror",8.1,,68190
295,Wild Strawberries,Not Rated,91 min,"Drama, Romance",8.1,88,112187
296,Fanny and Alexander,R,188 min,Drama,8.1,100,66156
297,The Message,PG,177 min,"Biography, Drama, History",8.1,,49750
298,Munna Bhai M.B.B.S.,Not Rated,156 min,"Comedy, Drama",8.1,,86076
299,Mr. Smith Goes to Washington,Passed,129 min,"Comedy, Drama",8.1,73,119249
300,Andrei Rublev,R,205 min,"Biography, Drama, History",8.1,,55939
301,Lagaan: Once Upon a Time in India,PG,224 min,"Drama, Musical, Sport",8.1,84,118386
302,The Battle of Algiers,Not Rated,121 min,"Drama, War",8.1,96,63825
303,The General,Passed,78 min,"Action, Adventure, Comedy",8.1,,95828
304,Throne of Blood,Not Rated,110 min,Drama,8.1,,54663
305,Inherit the Wind,Passed,128 min,"Biography, Drama, History",8.1,75,32013
306,The Hidden Fortress,Not Rated,126 min,"Action, Adventure, Drama",8.1,89,41204
307,Yi Yi: A One and a Two...,Not Rated,173 min,"Drama, Romance",8.1,94,27170
308,Wolf Children,PG,117 min,"Animation, Drama, Family",8.1,71,47890
309,The Passion of Joan of Arc,Passed,114 min,"Biography, Drama, History",8.1,98,58741
310,The Virgin Spring,Not Rated,89 min,Drama,8.1,,30909
311,Dil Chahta Hai,Not Rated,183 min,"Comedy, Drama, Romance",8.1,,74639
312,Barfi!,Not Rated,151 min,"Comedy, Drama, Romance",8.1,,85076
313,Sunrise,Passed,94 min,"Drama, Romance",8.1,95,52963
314,Talvar,Not Rated,132 min,"Crime, Drama, Mystery",8.1,,37083
315,Rang De Basanti,Not Rated,167 min,"Comedy, Crime, Drama",8.1,,121323
316,The Gold Rush,Passed,95 min,"Adventure, Comedy, Drama",8.1,,115998
317,Autumn Sonata,PG,99 min,"Drama, Music",8.1,,36715
318,White Heat,Not Rated,114 min,"Action, Crime, Drama",8.1,89,34885
319,A Wednesday,Not Rated,104 min,"Action, Crime, Drama",8.1,,80986
320,Time of the Gypsies,R,142 min,"Comedy, Crime, Drama",8.1,,32095
321,Nights of Cabiria,Not Rated,110 min,Drama,8.1,,51093
322,Pink,Not Rated,136 min,"Crime, Drama, Thriller",8.1,,47111
323,Raise the Red Lantern,PG,125 min,"Drama, Romance",8.1,,34491
324,OMG: Oh My God!,Not Rated,125 min,"Comedy, Drama, Fantasy",8.1,,63226
325,The Grand Illusion,Not Rated,113 min,"Drama, War",8.1,,38159
326,Sholay,Not Rated,162 min,"Action, Adventure, Comedy",8.1,,57813
327,Ace in the Hole,Approved,111 min,"Drama, Film-Noir",8.1,72,38235
328,Viridiana,Not Rated,91 min,Drama,8.1,,25616
329,Jean de Florette,PG,120 min,"Comedy, Drama",8.1,,27005
330,Rififi,Not Rated,118 min,"Crime, Drama, Thriller",8.1,97,36122
331,Tangerines,Not Rated,87 min,"Drama, War",8.1,73,48059
332,Chak De! India,Not Rated,153 min,"Drama, Family, Sport",8.1,68,83357
333,The Bandit,Not Rated,128 min,"Crime, Drama, Thriller",8.1,,71406
334,Kahaani,Not Rated,122 min,"Mystery, Thriller",8.1,,64668
335,Masaan,,109 min,Drama,8.1,,29945
336,Her Sey Çok Güzel Olacak,,107 min,"Comedy, Drama, Thriller",8.1,,26845
337,Hera Pheri,Not Rated,156 min,"Action, Comedy, Crime",8.1,,70778
338,The Circus,Passed,72 min,"Comedy, Family, Romance",8.1,90,35336
339,Queen,Not Rated,146 min,"Adventure, Comedy, Drama",8.1,,67580
340,Article 15,Not Rated,130 min,"Crime, Drama, Mystery",8.1,,35819
341,Udaan,Not Rated,134 min,Drama,8.1,,46347
342,Black,Not Rated,122 min,Drama,8.1,,35658
343,Anand,Not Rated,122 min,"Drama, Musical",8.1,,34802
344,Sarfarosh,Not Rated,174 min,"Action, Crime, Drama",8.1,,26479
345,Past Lives,PG-13,105 min,"Drama, Romance",8,94,31157
346,Dune,PG-13,155 min,"Action, Adventure, Drama",8,74,719707
347,Blade Runner 2049,R,164 min,"Action, Drama, Mystery",8,81,626757
348,Rosemary's Baby,Approved,137 min,"Drama, Horror",8,96,228050
349,Black Swan,R,108 min,"Drama, Thriller",8,79,802023
350,The Princess Bride,PG,98 min,"Adventure, Comedy, Family",8,77,441628
351,Donnie Darko,R,113 min,"Drama, Mystery, Sci-Fi",8,88,831619
352,Sin City,R,124 min,"Crime, Thriller",8,74,785275
353,La La Land,PG-13,128 min,"Comedy, Drama, Music",8,94,637152
354,Guardians of the Galaxy,PG-13,121 min,"Action, Adventure, Comedy",8,76,1246288
355,Dogville,R,178 min,"Crime, Drama",8,61,155382
356,Casino Royale,PG-13,144 min,"Action, Adventure, Thriller",8,80,680283
357,Her,R,126 min,"Drama, Romance, Sci-Fi",8,91,649122
358,Young Frankenstein,PG,106 min,Comedy,8,83,165310
359,Deadpool,R,108 min,"Action, Comedy",8,65,1090855
360,The Martian,PG-13,144 min,"Adventure, Drama, Sci-Fi",8,80,896814
361,The Avengers,PG-13,143 min,"Action, Sci-Fi",8,69,1435366
362,The Revenant,R,156 min,"Action, Adventure, Drama",8,76,846314
363,CODA,PG-13,111 min,"Comedy, Drama, Music",8,72,153874
364,The Imitation Game,PG-13,114 min,"Biography, Drama, Thriller",8,71,804865
365,The Incredibles,PG,115 min,"Animation, Action, Adventure",8,90,781451
366,Zootopia,PG,108 min,"Animation, Adventure, Comedy",8,78,528382
367,Dances with Wolves,PG-13,181 min,"Adventure, Drama, Western",8,72,282207
368,12 Monkeys,R,129 min,"Mystery, Sci-Fi, Thriller",8,74,636241
369,Blood Diamond,R,143 min,"Adventure, Drama, Thriller",8,64,573073
370,Groundhog Day,PG,101 min,"Comedy, Drama, Fantasy",8,72,664045
371,Aladdin,G,90 min,"Animation, Adventure, Comedy",8,86,450081
372,Soul,PG,100 min,"Animation, Adventure, Comedy",8,83,359044
373,Magnolia,R,188 min,Drama,8,78,323192
374,Big Fish,PG-13,125 min,"Adventure, Drama, Fantasy",8,58,452310
375,Scent of a Woman,R,156 min,Drama,8,59,318357
376,The Invisible Guest,TV-MA,106 min,"Crime, Drama, Mystery",8,,187096
377,Perfect Blue,R,81 min,"Animation, Crime, Drama",8,67,88504
378,Beauty and the Beast,G,84 min,"Animation, Family, Fantasy",8,95,471058
379,The King's Speech,R,118 min,"Biography, Drama, History",8,88,698324
380,The Pursuit of Happyness,PG-13,117 min,"Biography, Drama",8,64,543924
381,Akira,R,124 min,"Animation, Action, Drama",8,67,198221
382,Rain Man,R,133 min,Drama,8,65,534700
383,Slumdog Millionaire,R,120 min,"Crime, Drama, Romance",8,84,866174
384,The Graduate,PG,106 min,"Comedy, Drama, Romance",8,83,283819
385,Lion,PG-13,118 min,"Biography, Drama",8,69,245850
386,JFK,R,189 min,"Drama, History, Thriller",8,72,165612
387,The Bourne Ultimatum,PG-13,115 min,"Action, Mystery, Thriller",8,85,650069
388,Chungking Express,PG-13,102 min,"Comedy, Crime, Drama",8,78,91205
389,Kill Bill: Vol. 2,R,137 min,"Action, Crime, Thriller",8,83,786505
390,Planet of the Apes,G,112 min,"Adventure, Sci-Fi",8,79,188046
391,The Last Picture Show,R,118 min,"Drama, Romance",8,93,51124
392,Butch Cassidy and the Sundance Kid,PG,110 min,"Biography, Crime, Drama",8,66,223244
393,Dog Day Afternoon,R,125 min,"Biography, Crime, Drama",8,86,268182
394,Do the Right Thing,R,120 min,"Comedy, Drama",8,93,109182
395,Life of Brian,R,94 min,Comedy,8,77,415304
396,Sling Blade,R,135 min,Drama,8,84,97177
397,Gandhi,PG,191 min,"Biography, Drama, History",8,79,237719
398,What Ever Happened to Baby Jane?,Passed,134 min,"Drama, Horror, Thriller",8,75,60031
399,Annie Hall,PG,93 min,"Comedy, Romance",8,92,273266
400,Rio Bravo,Passed,141 min,"Drama, Western",8,93,66454
401,The Night of the Hunter,Not Rated,92 min,"Crime, Drama, Film-Noir",8,97,94616
402,Fiddler on the Roof,G,181 min,"Drama, Family, Musical",8,67,46234
403,Solaris,PG,167 min,"Drama, Mystery, Sci-Fi",8,93,95983
404,Papillon,R,151 min,"Biography, Crime, Drama",8,58,135952
405,Ip Man,R,106 min,"Action, Biography, Drama",8,59,230725
406,The Cabinet of Dr. Caligari,Not Rated,67 min,"Horror, Mystery, Thriller",8,,67989
407,Mommy,R,139 min,Drama,8,74,60336
